LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
543,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_number}.{tid}'
Started reading broadcast variable {variable}.
Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver.

Static log template:
Started reading broadcast variable {variable}.
Finished task {task_id}.{stage_id} in stage {stage_number}.{tid}.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,: Started reading broadcast variable <*>. Finished task <*> in stage <*>.,Finished task <*> (TID <*>). <*> bytes result sent to driver
544,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in {driver_pid}.{driver_id}. Bytes sent to driver: {result_size}'
Started reading broadcast variable 9",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*>. Bytes sent to driver: <*>' Started reading broadcast variable <*>,Finished task <*> (TID <*>). <*> bytes result sent to driver
545,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
546,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_index}.{stage_index} in stage {stage_number}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
547,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
548,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_name}.{task_version} in stage {stage_name}.{stage_number}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
549,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
550,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task} in stage {stage} (TID {tid}'
Started reading broadcast variable 9
Running task 2.0 in stage 15.0 (TID 636)",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>' Started reading broadcast variable <*> Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
551,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
552,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task} in stage {stage} (TID {tid}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
553,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
554,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
555,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
556,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_24_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block} stored as {type} in memory (estimated size {size}, free {free})","Block broadcast_24_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
557,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 24 took 10 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 24 took 10 ms",Reading broadcast variable {variable} took {time} ms,Reading broadcast variable <*> took <*>' Started reading broadcast variable <*> Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
558,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_24 stored as values in memory (estimated size {size}, free {free_space} KB)","Block broadcast_24 stored as values in memory (estimated size {size} KB, free {free} KB)","Block broadcast_24 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_24 stored as values in memory (estimated size <*> KB, free <*> KB)"
559,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it",E19,"Partition <*> not found, computing it",71,"Partition {partition} not found, computing it","Partition {rdd_name}_{partition_id} not found, computing it'
Could you please provide me with the log message you would like me to process and abstract?","Partition <*> not found, computing it","Partition <*> not found, computing it' Could you please provide me with the log message you would like me to process and abstract?"
560,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_4 not found, computing it",E19,"Partition <*> not found, computing it",71,"Partition {partition} not found, computing it","Partition {rdd_name}_{partition} not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it"
561,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_3 not found, computing it",E19,"Partition <*> not found, computing it",71,"Partition {partition} not found, computing it","Partition {rdd_name}_{partition_id} not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it"
562,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_2 not found, computing it",E19,"Partition <*> not found, computing it",71,"Partition {partition} not found, computing it","Partition {rdd_name}_{partition_id} not found, computing it'
Could you please provide me with the log message you would like me to process and abstract?","Partition <*> not found, computing it","Partition <*> not found, computing it' Could you please provide me with the log message you would like me to process and abstract?"
563,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_0 not found, computing it",E19,"Partition <*> not found, computing it",71,"Partition {partition} not found, computing it","Partition {partition} not found, computing it","Partition <*> not found, computing it","Partition <*> not found, computing it"
564,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
565,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
566,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
567,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
568,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
569,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
570,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
571,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
572,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -99, init = 139, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
573,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
574,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_{block_name} stored as bytes in memory (estimated size {size:.2f} B, free {free_space:.2f} KB)","Block rdd_21_1 stored as {storage} in memory (estimated size {size}, free {free})","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block rdd_21_1 stored as <*> in memory (estimated size <*>, free <*>)"
575,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_{block_id} stored as bytes in memory (estimated size {size:.2f} B, free {free_space:.2f} KB)","Block {block_id} stored as {storage} in memory (estimated size {size}, free {free})","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
576,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_{block_id} stored as bytes in memory (estimated size {size:.2f} B, free {free_space:.2f} KB)","Block {block_id} stored as {storage} in memory (estimated size {size}, free {free})","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
577,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_{block_id} stored as bytes in memory (estimated size {size:.2f} B, free {free_space:.2f} KB)","Block {block_id} stored as {storage} in memory (estimated size {size}, free {free})'
Could you please provide me with the log message you would like me to process and abstract?","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)' Could you please provide me with the log message you would like me to process and abstract?"
578,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_{block_id} stored as bytes in memory (estimated size {size:.2f} B, free {free_space:.2f} KB)","Block {block_id} stored as {storage} in memory (estimated size {size}, free {free})","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
579,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
580,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
581,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
582,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = 17, init = 23, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
583,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_number}.{tid}'
Started reading broadcast variable {variable}.
Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver.

The {variable} in the log message is a dynamic variable, it represents the actual broadcast variable being read. The {task_id}, {stage_id}, {stage_number}, and {tid} in the log message are also dynamic variables, they represent the task ID, stage ID, stage number, and transaction ID (TID) of the task that just finished.",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,"Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver. The <*> in the log message is a dynamic variable, it represents the actual broadcast variable being read. The <*>, <*>, <*>, and <*> in the log message are also dynamic variables, they represent the task ID, stage ID, stage number, and transaction ID (TID) of the task that just finished.",Finished task <*> (TID <*>). <*> bytes result sent to driver
584,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = 18, init = 24, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
'Started reading broadcast variable 9' -> 'Started reading broadcast variable {variable}'
'Times: total = 42, boot = 18, init = 24, finish = 0' -> 'Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' 'Started reading broadcast variable <*>' -> 'Started reading broadcast variable <*>' 'Times: total = <*>, boot = <*>, init = <*>, finish = <*>' -> 'Times: total = <*>, boot = <*>, init = <*>, finish = <*>'"
585,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_num} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
586,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,Finished task {task_id}.{stage_id} in stage {stage_num} (TID {tid}). {result_size} bytes result sent to driver,Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> (TID <*>). <*> bytes result sent to driver
587,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in {driver_pid}.{driver_id}. Bytes sent to driver: {result_size}'
Started reading broadcast variable 9",Finished task {task}.{stage} (TID {tid}). {result} bytes result sent to driver,Finished task <*> in <*>. Bytes sent to driver: <*>' Started reading broadcast variable <*>,Finished task <*> (TID <*>). <*> bytes result sent to driver
588,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,87,"Finished task {task_id}.{stage_id} in stage {stage_id}.{bytes_sent}'
Started reading broadcast variable {variable}.
Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver.",Finished task {task}.{stage} in stage {stage}.{tid} (TID {tid}). {result_size} bytes result sent to driver,Finished task <*> in stage <*>' Started reading broadcast variable <*>. Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver.,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
589,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 643,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
590,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 16.0 (TID 643),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task_index}.{stage_index} in stage {stage_num}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
591,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 657,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
592,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 16.0 (TID 657),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task}.{stage} (TID {tid}),Running task {task}.{stage} (TID {tid}),Running task <*> (TID <*>),Running task <*> (TID <*>)
593,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 671,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Could you please provide me with the log message you would like me to process and abstract?",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Could you please provide me with the log message you would like me to process and abstract?
594,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 16.0 (TID 671),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task} in stage {stage} (TID {tid}'
Started reading broadcast variable 9
Running task 2.0 in stage 16.0 (TID 671)",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>' Started reading broadcast variable <*> Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
595,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 678,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
596,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 25,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
597,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 16.0 (TID 678),E24,Running task <*> in stage <*> (TID <*>),79,"Running task {task} in stage {stage} (TID {tid}'
Started reading broadcast variable {variable}",Running task {task}.{stage} (TID {tid}),Running task <*> in stage <*> (TID <*>' Started reading broadcast variable <*>,Running task <*> (TID <*>)
598,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 679,E11,Got assigned task <*>,65,"Got assigned task {task}'
Started reading broadcast variable {variable}","Got assigned task {task}'
Please provide me with the log message you would like me to process and abstract.",Got assigned task <*>' Started reading broadcast variable <*>,Got assigned task <*>' Please provide me with the log message you would like me to process and abstract.
599,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 16.0 (TID 679),E24,Running task <*> in stage <*> (TID <*>),79,Running task {task} in stage {stage} (TID {tid}),Running task {task}.{stage} (TID {TID}),Running task <*> in stage <*> (TID <*>),Running task <*> (TID <*>)
600,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_25_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block_id} stored as {data_type} in memory (estimated size {size}, free {free})","Block broadcast_25_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
601,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 25 took 11 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 25 took 11 ms",Reading broadcast variable {variable} took {time} ms,Reading broadcast variable <*> took <*>' Started reading broadcast variable <*> Reading broadcast variable <*> took <*> ms,Reading broadcast variable <*> took <*> ms
602,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_25 stored as values in memory (estimated size {size}, free {free_memory} KB)","Block broadcast_25 stored as values in memory (estimated size {size} KB, free {free} KB)","Block broadcast_25 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_25 stored as values in memory (estimated size <*> KB, free <*> KB)"
603,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_0 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
604,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_4 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
605,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_3 locally,E10,Found block <*> locally,69,"Found block {block}'
Started reading broadcast variable {variable}",Found block {block_id} locally,Found block <*>' Started reading broadcast variable <*>,Found block <*> locally
