LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
762,224581,gige7,gige,temperature,1078508057,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
763,217618,node-20,node,temperature,1078468448,1,ambient=26,E2,ambient=<*>,"ambient={}'
The template of 'Ambient temperature is 26' is 'Ambient temperature is {}'
The template of 'Ambient temperature is 26 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'
The template of 'Ambient temperature is 26, humidity is 30, and pressure is 1020' is 'Ambient temperature is {} , humidity is {} , and pressure is {}'
'''
def template_log(log):
    return log.format(**{'{}':''})

print(template_log('running'))
print(template_log('ambient=26'))
print(template_log('Ambient temperature is 26'))
print(template_log('Ambient temperature is 26 and humidity is 30'))
print(template_log('Ambient temperature is 26, humidity is 30, and pressure is 1020'))
'''
Output:
running
ambient={}
Ambient temperature is {}
Ambient temperature is {} and hum",62,256,ambient=26,63,6,ambient=26,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={Ambient},62,8,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*>, humidity is <*>, and pressure is <*>' is 'Ambient temperature is <*> , humidity is <*> , and pressure is <*>' ''' def template_log(log): return log.format(**{'<*>':''}) print(template_log('running')) print(template_log('ambient=<*>')) print(template_log('Ambient temperature is <*>')) print(template_log('Ambient temperature is <*> and humidity is <*>')) print(template_log('Ambient temperature is <*>, humidity is <*>, and pressure is <*>')) ''' Output: running ambient=<*> Ambient temperature is <*> Ambient temperature is <*> and hum",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
764,217370,node-54,node,temperature,1078468284,1,ambient=31,E2,ambient=<*>,ambient={},62,5,ambient = 31,63,7,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
765,206594,gige7,gige,temperature,1078407820,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
766,204767,gige7,gige,temperature,1078361621,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
767,203383,gige6,gige,temperature,1078197816,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
768,201365,node-74,node,temperature,1078160650,1,ambient=29,E2,ambient=<*>,"ambient={}'

The template of 'Ambient temperature is 29' is 'Ambient temperature is {}'

The template of 'Ambient temperature is 29 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'

The template of 'Ambient temperature is 29 and humidity is 30 and pressure is 40' is 'Ambient temperature is {} and humidity is {} and pressure is {}'
'''
import re
def log_template(log):
    pattern = r'\{\w+\}'
    match = re.search(pattern, log)
    if match:
        placeholders = match.group()
        log = log.replace(placeholders, '{}')
    return log

log_template(""running"")
log_template(""ambient=29"")
log_template(""Ambient temperature is 29"")
log_template(""Ambient temperature is 29 and humidity is 30"")
log_template(""Ambient temperature is 29 and humidity is 30 and pressure is 4",62,256,ambient=29,63,6,ambient={ambient},62,7,ambient={temperature},63,7,ambient={ambient},62,7,ambient={1},62,6,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' is 'Ambient temperature is <*> and humidity is <*> and pressure is <*>' ''' import re def log_template(log): pattern = r'\{\w+\}' match = re.search(pattern, log) if match: placeholders = match.group() log = log.replace(placeholders, '<*>') return log log_template(""running"") log_template(""ambient=<*>"") log_template(""Ambient temperature is <*>"") log_template(""Ambient temperature is <*> and humidity is <*>"") log_template(""Ambient temperature is <*> and humidity is <*> and pressure is <*>",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
769,199616,gige5,gige,temperature,1078110095,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
770,199198,gige7,gige,temperature,1078057114,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
771,261378,gige7,gige,temperature,1079210977,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
772,239708,node-14,node,temperature,1079019604,1,ambient=27,E2,ambient=<*>,ambient={},62,5,ambient = 27,63,7,ambient=27,62,6,ambient={temperature},63,7,ambient={ambient},62,7,ambient={ambient},62,7,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
773,234084,node-240,node,temperature,1079013507,1,ambient=30,E2,ambient=<*>,ambient={},62,5,ambient = 30,63,7,ambient=30,62,6,ambient={temperature},63,7,ambient={ambient},62,7,{ambient},62,5,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,<*>
774,229917,node-20,node,temperature,1078979550,1,ambient=26,E2,ambient=<*>,"ambient={}'
The template of 'Ambient temperature is 26' is 'Ambient temperature is {}'
The template of 'Ambient temperature is 26 and humidity is 30' is 'Ambient temperature is {} and humidity is {}'
The template of 'Ambient temperature is 26, humidity is 30, and pressure is 1020' is 'Ambient temperature is {} , humidity is {} , and pressure is {}'
'''
def template_log(log):
    return log.format(**{'{}':''})

print(template_log('running'))
print(template_log('ambient=26'))
print(template_log('Ambient temperature is 26'))
print(template_log('Ambient temperature is 26 and humidity is 30'))
print(template_log('Ambient temperature is 26, humidity is 30, and pressure is 1020'))
'''
Output:
running
ambient={}
Ambient temperature is {}
Ambient temperature is {} and hum",62,256,ambient=26,63,6,ambient=26,62,6,ambient={temperature},63,7,ambient={temperature},62,6,ambient={Ambient},62,8,"ambient=<*>' The template of 'Ambient temperature is <*>' is 'Ambient temperature is <*>' The template of 'Ambient temperature is <*> and humidity is <*>' is 'Ambient temperature is <*> and humidity is <*>' The template of 'Ambient temperature is <*>, humidity is <*>, and pressure is <*>' is 'Ambient temperature is <*> , humidity is <*> , and pressure is <*>' ''' def template_log(log): return log.format(**{'<*>':''}) print(template_log('running')) print(template_log('ambient=<*>')) print(template_log('Ambient temperature is <*>')) print(template_log('Ambient temperature is <*> and humidity is <*>')) print(template_log('Ambient temperature is <*>, humidity is <*>, and pressure is <*>')) ''' Output: running ambient=<*> Ambient temperature is <*> Ambient temperature is <*> and hum",ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
775,227358,gige7,gige,temperature,1078816469,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
776,226272,gige7,gige,temperature,1078672165,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
777,285818,gige7,gige,temperature,1080291435,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
778,284101,gige7,gige,temperature,1080110219,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
779,283501,gige6,gige,temperature,1080058332,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
780,289816,gige7,gige,temperature,1080845907,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
781,287985,gige7,gige,temperature,1080628083,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
782,287951,gige7,gige,temperature,1080622682,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
783,287022,gige7,gige,temperature,1080493066,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
784,295921,gige7,gige,temperature,1081524579,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
785,295528,gige7,gige,temperature,1081463375,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
786,301157,gige7,gige,temperature,1081959922,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
787,300050,gige7,gige,temperature,1081830909,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
788,298512,gige7,gige,temperature,1081791006,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
789,297326,gige7,gige,temperature,1081684787,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
790,309472,node-30,node,temperature,1082039149,1,ambient=34,E2,ambient=<*>,ambient={ambient},62,7,ambient = 34,63,7,ambient=34,62,6,ambient={temperature},63,7,ambient={ambient},62,7,ambient={value},62,6,ambient=<*>,ambient = <*>,ambient=<*>,ambient=<*>,ambient=<*>,ambient=<*>
791,314590,gige7,gige,temperature,1082202403,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
792,316541,gige7,gige,temperature,1082824335,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
793,316533,gige7,gige,temperature,1082819535,1,normal,E31,normal,normal,58,2,normal,59,2,normal,58,2,normal,59,2,normal,58,3,"{job_name} running normally.'

The template of 'fail' is '{job_name} failed!'

If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html).

## Usage

### Create a JobTemplate

```shell
# Create a job template
curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \
  -H ""Content-Type: application/json"" \
  --data '{
    ""Name"": ""my-template"",
    ""Description"": ""My first template"",
    ""Version"": 1,
    ""LogTemplate"": ""{{log_type}} {{job_name}} {{status}} {{error_message}}"",
    ""TaskList"": [
      {
        ""Name"": ""run"",
        ""Command"": ""echo Hello World"",
        ""Args"": [],
        ""Env"": {},
        ""Timeout"": 0",58,256,normal,normal,normal,normal,normal,"<*> running normally.' The template of 'fail' is '<*> failed!' If you want to know more about the details, please refer to [Job Template](https://help.aliyun.com/document_detail/147952.html). ## Usage ### Create a JobTemplate shell # Create a job template curl -X POST ""http://<your-domain>.cn-hangzhou.mns.aliyuncs.com/?Action=CreateJobTemplate"" \ -H ""Content-Type: application/json"" \ --data '{ ""Name"": ""my-template"", ""Description"": ""My first template"", ""Version"": <*>, ""LogTemplate"": ""{<*>} {<*>} {<*>} {<*>}"", ""TaskList"": [ { ""Name"": ""run"", ""Command"": ""echo Hello World"", ""Args"": [], ""Env"": <*>, ""Timeout"": <*>"
794,316105,gige7,gige,temperature,1082742429,1,warning,E46,warning,warning,58,2,Warning: {message},59,6,warning,58,2,warning,59,2,warning,58,3,warning,58,3,warning,Warning: <*>,warning,warning,warning,warning
